Score,Decision,TrueLabel
2.053338102996349335e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.946640014648437500e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.096234448254108429e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.278146147727966309e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.420372702181339264e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.483882382512092590e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.575639449059963226e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.604935131967067719e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.599748037755489349e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.599352598190307617e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.587792836129665375e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.556735835969448090e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.525752224028110504e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.446761541068553925e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.353371493518352509e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.340868674218654633e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.312185242772102356e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.363820560276508331e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.446207217872142792e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.554508857429027557e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.582347393035888672e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.624992467463016510e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.664496935904026031e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.657709829509258270e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.648504078388214111e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.648991905152797699e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.635218761861324310e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.618763409554958344e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.614814415574073792e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.606634236872196198e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.612086571753025055e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.608516626060009003e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.610796131193637848e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.637949027121067047e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.648329176008701324e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.649982273578643799e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.641056850552558899e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.648526430130004883e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.621115744113922119e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.656561136245727539e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.680711448192596436e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.688875794410705566e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.614614926278591156e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.545836940407752991e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.508800290524959564e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.455653436481952667e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.374686300754547119e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.364879287779331207e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.378248795866966248e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.362906746566295624e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.407205663621425629e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.503291703760623932e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.581757865846157074e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.636073902249336243e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.661136351525783539e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.663176134228706360e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.660427987575531006e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.653921954333782196e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.648086659610271454e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.679842710494995117e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.688442543148994446e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.698200941085815430e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.697334997355937958e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.700648270547389984e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.645066939294338226e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.616757713258266449e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.578465640544891357e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.561045251786708832e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.573454752564430237e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.600874006748199463e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.621439658105373383e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.642229571938514709e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.654761075973510742e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.642119862139225006e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.647803165018558502e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.673917077481746674e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.640684321522712708e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.523572742938995361e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.359696105122566223e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.253956906497478485e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.163661830127239227e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.191198058426380157e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.340005151927471161e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.485856786370277405e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.564467862248420715e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.584457211196422577e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.627779357135295868e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.605476975440979004e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.617109380662441254e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.570888400077819824e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.538506500422954559e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.496485225856304169e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.494867332279682159e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.468934655189514160e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.442105114459991455e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.366711758077144623e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.383446507155895233e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.423979714512825012e-02,0.000000000000000000e+00,0.000000000000000000e+00
2.179705910384654999e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.822587661445140839e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.662182249128818512e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.731827855110168457e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.656332053244113922e-02,0.000000000000000000e+00,0.000000000000000000e+00
1.517045777291059494e-02,0.000000000000000000e+00,0.000000000000000000e+00
