Anomaly Score,Ground Truth,Decision
249.09703,0,1
245.34863,0,1
244.45003,0,1
242.73088,0,1
245.2032,0,1
245.51631,0,1
250.36621,0,1
251.21916,0,1
251.9117,0,1
249.8676,0,1
252.55779,0,1
252.02896,0,1
254.11136,0,1
252.65678,0,1
255.5996,0,1
254.79967,0,1
249.64546,0,1
242.95207,0,1
239.22685,0,1
236.2874,0,1
235.96924,0,1
234.8085,0,1
234.93748,0,1
238.20952,0,1
241.54668,0,1
240.85172,0,1
243.70738,0,1
244.73238,0,1
246.95567,0,1
245.34502,0,1
248.98067,0,1
248.00296,0,1
252.33568,0,1
252.32852,0,1
255.61185,0,1
252.47783,0,1
252.86014,0,1
251.7462,0,1
250.4586,0,1
246.46463,0,1
243.66714,0,1
242.61275,0,1
239.60832,0,1
238.35356,0,1
238.00566,0,1
240.97842,0,1
243.64229,0,1
244.63658,0,1
243.42842,0,1
243.42027,0,1
241.7749,0,1
243.85533,0,1
240.99194,0,1
242.7545,0,1
241.5046,0,1
242.07915,0,1
242.64102,0,1
250.14798,0,1
254.8123,0,1
257.04758,0,1
259.7047,0,1
255.16829,0,1
252.87976,0,1
249.40831,0,1
253.05833,0,1
252.89551,0,1
258.7357,0,1
258.6572,0,1
260.26886,0,1
255.99873,0,1
253.01685,0,1
249.03828,0,1
245.47282,0,1
243.17007,0,1
245.93852,0,1
247.73125,0,1
247.5977,0,1
251.59325,0,1
253.92796,0,1
255.93428,0,1
255.38777,0,1
253.77148,0,1
252.32185,0,1
248.30469,0,1
241.45747,0,1
239.06529,0,1
241.63731,0,1
242.35933,0,1
250.4901,0,1
252.11865,0,1
258.213,0,1
255.26082,0,1
255.29593,0,1
252.2506,0,1
253.96875,0,1
254.61223,0,1
259.0869,0,1
259.15652,0,1
259.5452,0,1
262.14743,0,1
262.52792,0,1
259.84113,0,1
263.9508,0,1
267.3315,0,1
264.03552,0,1
260.10416,0,1
260.7514,0,1
253.72778,0,1
246.51138,0,1
244.40141,0,1
246.6829,0,1
242.8514,0,1
241.55498,0,1
243.5666,0,1
247.15979,0,1
246.63081,0,1
247.3354,0,1
252.83777,0,1
255.15718,0,1
253.47696,0,1
247.02574,0,1
248.54305,0,1
247.40938,0,1
250.28275,0,1
253.74161,0,1
266.06793,0,1
271.39536,0,1
273.10416,0,1
270.2672,0,1
266.71616,0,1
260.68515,0,1
257.9059,0,1
252.98184,0,1
251.14099,0,1
248.41959,0,1
245.99483,0,1
244.11597,0,1
246.77055,0,1
245.9906,0,1
250.20845,0,1
252.88976,0,1
256.76566,0,1
256.37616,0,1
259.6017,0,1
262.70044,0,1
263.15558,0,1
260.50107,0,1
261.02322,0,1
259.60678,0,1
257.75546,0,1
264.35236,0,1
266.63766,0,1
262.16553,0,1
265.2119,0,1
263.1384,0,1
257.03424,0,1
253.6337,0,1
260.0758,0,1
254.26567,0,1
252.31909,0,1
246.42467,0,1
245.05711,0,1
245.34322,0,1
246.94005,0,1
250.90347,0,1
252.00496,0,1
254.46959,0,1
249.55489,0,1
250.46883,0,1
250.9231,0,1
252.79585,0,1
248.369,0,1
249.01904,0,1
247.10913,0,1
246.47716,0,1
248.0371,0,1
252.8459,0,1
254.82242,0,1
255.82742,0,1
255.29845,0,1
254.58443,0,1
251.56126,0,1
251.47461,0,1
250.9692,0,1
250.69722,0,1
251.9936,0,1
255.7047,0,1
259.78137,0,1
262.1659,0,1
259.6976,0,1
259.70773,0,1
260.46246,0,1
257.8019,0,1
252.81596,0,1
256.511,0,1
253.36348,0,1
250.63004,0,1
252.02042,0,1
254.24779,0,1
254.81157,0,1
257.25574,0,1
258.75177,0,1
258.1668,0,1
257.84164,0,1
257.05173,0,1
253.6364,0,1
245.86343,0,1
239.83536,0,1
240.18523,0,1
237.92432,0,1
239.5504,0,1
247.06001,0,1
251.12578,0,1
248.7802,0,1
247.4982,0,1
247.048,0,1
237.06334,0,1
234.8092,0,1
239.2531,0,1
235.07625,0,1
237.91563,0,1
245.70255,0,1
246.427,0,1
244.73926,0,1
253.06485,0,1
251.23193,0,1
249.27823,0,1
250.89952,0,1
250.79265,0,1
248.82901,0,1
247.93477,0,1
250.27197,0,1
246.58354,0,1
245.31018,0,1
247.24068,0,1
250.10161,0,1
252.57034,0,1
253.69896,0,1
251.39244,0,1
246.12968,0,1
241.76607,0,1
237.67876,0,1
236.57498,0,1
237.22083,0,1
239.69405,0,1
238.03902,0,1
240.8297,0,1
243.27786,0,1
244.96614,0,1
244.0952,0,1
246.33842,0,1
242.83496,0,1
239.60698,0,1
237.9105,0,1
235.34856,0,1
234.68224,0,1
238.7915,0,1
241.90938,0,1
246.33353,0,1
249.70206,0,1
248.05289,0,1
248.70189,0,1
252.28764,0,1
250.75398,0,1
250.7293,0,1
252.07726,0,1
248.22867,0,1
245.40804,0,1
245.2458,0,1
244.64998,0,1
250.21245,0,1
250.92024,0,1
249.10075,0,1
248.94218,0,1
253.08023,0,1
250.29182,0,1
254.83755,0,1
257.81345,0,1
258.91852,0,1
252.80284,0,1
253.78809,0,1
248.28404,0,1
248.5325,0,1
243.08508,0,1
246.08072,0,1
242.69438,0,1
241.87988,0,1
236.55962,0,1
238.80191,0,1
238.19035,0,1
241.53282,0,1
243.70934,0,1
251.31938,0,1
254.27403,0,1
251.41466,0,1
251.25015,0,1
250.71123,0,1
249.88249,0,1
247.35318,0,1
251.70714,0,1
245.24641,0,1
245.71117,0,1
239.30196,0,1
241.2418,0,1
234.65465,0,1
239.13414,0,1
234.65637,0,1
235.3721,0,1
235.5264,0,1
240.0457,0,1
237.55724,0,1
241.87613,0,1
237.63663,0,1
238.68909,0,1
238.75645,0,1
241.53624,0,1
242.26714,0,1
247.85078,0,1
244.49287,0,1
245.73228,0,1
244.22237,0,1
244.12825,0,1
243.37259,0,1
244.03592,0,1
241.12735,0,1
241.63737,0,1
239.70125,0,1
241.33145,0,1
241.65112,0,1
242.93526,0,1
241.45805,0,1
241.95879,0,1
237.2272,0,1
236.29825,0,1
236.18257,0,1
239.19258,0,1
242.02808,0,1
244.31587,0,1
244.31856,0,1
244.91446,0,1
246.79808,0,1
246.1693,0,1
245.322,0,1
244.7501,0,1
242.2736,0,1
239.81055,0,1
239.69104,0,1
239.14372,0,1
239.10172,0,1
240.22588,0,1
237.66272,0,1
235.4362,0,1
237.24883,0,1
237.03601,0,1
238.91435,0,1
239.88147,0,1
238.2152,0,1
237.57603,0,1
237.36465,0,1
240.41031,0,1
244.53494,0,1
254.26396,0,1
257.68652,0,1
257.95944,0,1
253.3645,0,1
252.65929,0,1
247.91826,0,1
248.4232,0,1
253.58702,0,1
258.011,0,1
260.80005,0,1
258.27643,0,1
257.48706,0,1
255.53352,0,1
255.48344,0,1
250.91545,0,1
257.22238,0,1
255.65376,0,1
253.03795,0,1
248.76367,0,1
248.60857,0,1
245.69356,0,1
244.10062,0,1
240.60522,0,1
238.02812,0,1
239.18155,0,1
236.23592,0,1
236.44046,0,1
240.4486,0,1
247.4157,0,1
246.38403,0,1
247.28624,0,1
247.95695,0,1
249.16747,0,1
248.73235,0,1
249.30684,0,1
245.30186,0,1
246.92973,0,1
245.83263,0,1
243.93098,0,1
242.42607,0,1
246.08447,0,1
242.70576,0,1
241.90343,0,1
235.27136,0,1
236.20605,0,1
232.77649,0,1
233.74492,0,1
235.6378,0,1
242.70178,0,1
242.74585,0,1
245.52306,0,1
251.82066,0,1
252.0312,0,1
251.16113,0,1
251.1431,0,1
253.95113,0,1
252.07373,0,1
249.45152,0,1
249.38406,0,1
246.85127,0,1
242.23125,0,1
245.11449,0,1
246.75381,0,1
250.01607,0,1
251.93379,0,1
249.11441,0,1
244.9873,0,1
247.32715,0,1
244.07486,0,1
245.58733,0,1
250.5435,0,1
249.3689,0,1
248.15701,0,1
249.38179,0,1
250.72305,0,1
247.78116,0,1
249.21622,0,1
252.35635,0,1
254.90186,0,1
256.31833,0,1
265.32736,0,1
266.5459,0,1
263.1552,0,1
260.30405,0,1
255.86702,0,1
250.78125,0,1
251.79395,0,1
253.45483,0,1
257.67963,0,1
256.96335,0,1
256.2622,0,1
254.46175,0,1
253.82312,0,1
250.67236,0,1
253.98547,0,1
260.3461,0,1
267.09448,0,1
270.65793,0,1
268.55505,0,1
269.2872,0,1
264.78464,0,1
261.48703,0,1
259.0681,0,1
261.88553,0,1
258.77386,0,1
255.8228,0,1
252.72217,0,1
248.515,0,1
247.76949,0,1
249.19067,0,1
248.16924,0,1
247.64915,0,1
249.60942,0,1
245.81998,0,1
242.68486,0,1
238.6361,0,1
233.44371,0,1
234.38985,0,1
234.91515,0,1
232.4481,0,1
235.28934,0,1
235.68321,0,1
229.12837,0,1
225.75279,0,1
229.72217,0,1
239.54594,0,1
252.8084,0,1
255.99902,0,1
257.61057,0,1
257.27682,0,1
251.74522,0,1
241.6687,0,1
244.27641,0,1
248.66133,0,1
247.60542,0,1
243.3981,0,1
247.31885,0,1
245.35416,0,1
246.73721,0,1
248.19771,0,1
248.11919,0,1
243.72144,0,1
245.69014,0,1
239.83386,0,1
241.52568,0,1
243.65103,0,1
243.63492,0,1
241.06392,0,1
244.09282,0,1
241.99088,0,1
247.63062,0,1
250.8546,0,1
252.73955,0,1
247.96553,0,1
249.56628,0,1
244.78284,0,1
240.2852,0,1
238.07878,0,1
243.90625,0,1
249.74097,0,1
252.95341,0,1
254.83447,0,1
258.99557,0,1
262.48666,0,1
256.3457,0,1
254.61722,0,1
255.52168,0,1
256.33054,0,1
253.85606,0,1
253.52348,0,1
250.59505,0,1
251.0454,0,1
249.78307,0,1
248.46455,0,1
249.98872,0,1
252.44043,0,1
251.23999,0,1
250.63274,0,1
253.99014,0,1
252.3585,0,1
251.93816,0,1
258.13104,0,1
255.22554,0,1
251.06436,0,1
250.1344,0,1
251.89204,0,1
252.39793,0,1
254.05061,0,1
254.42021,0,1
253.17363,0,1
250.86153,0,1
244.30367,0,1
245.896,0,1
244.02312,0,1
247.19035,0,1
246.5356,0,1
245.17896,0,1
245.37996,0,1
243.92735,0,1
247.9395,0,1
247.61351,0,1
250.65752,0,1
245.81636,0,1
244.33372,0,1
234.85869,0,1
234.23247,0,1
230.1,0,1
234.39262,0,1
241.27596,0,1
250.63785,0,1
253.70781,0,1
258.085,0,1
257.60202,0,1
255.74864,0,1
257.38083,0,1
256.46765,0,1
253.96695,0,1
256.3681,0,1
257.98227,0,1
249.43062,0,1
246.6438,0,1
249.90498,0,1
248.48961,0,1
250.51846,0,1
252.47432,0,1
256.90463,0,1
253.82732,0,1
254.76225,0,1
247.74162,0,1
250.57005,0,1
247.27222,0,1
249.00146,0,1
250.87663,0,1
256.2117,0,1
258.2954,0,1
263.50845,0,1
264.99362,0,1
260.4436,0,1
263.98697,0,1
265.82367,0,1
267.10403,0,1
265.79135,0,1
267.93155,0,1
264.9336,0,1
257.17706,0,1
251.79106,0,1
255.47322,0,1
256.62988,0,1
254.46452,0,1
255.83012,0,1
252.71147,0,1
250.41801,0,1
247.72847,0,1
246.09258,0,1
242.75542,0,1
248.49768,0,1
250.23926,0,1
249.8416,0,1
253.35454,0,1
260.62033,0,1
261.00845,0,1
255.19298,0,1
255.6482,0,1
250.94878,0,1
246.58794,0,1
243.52432,0,1
244.11711,0,1
246.90755,0,1
250.94334,0,1
256.1828,0,1
258.15768,0,1
262.89996,0,1
258.82944,0,1
258.21506,0,1
258.5845,0,1
256.463,0,1
253.37593,0,1
258.10056,0,1
259.1793,0,1
255.15611,0,1
256.5151,0,1
254.32237,0,1
251.4937,0,1
249.8936,0,1
247.24454,0,1
246.24548,0,1
248.80998,0,1
247.5312,0,1
243.11235,0,1
240.89085,0,1
238.48433,0,1
236.82195,0,1
234.69023,0,1
241.66948,0,1
243.02177,0,1
247.28792,0,1
248.57681,0,1
254.54793,0,1
255.3625,0,1
262.18076,0,1
264.27548,0,1
263.7795,0,1
257.69772,0,1
252.63956,0,1
248.61241,0,1
244.34961,0,1
242.67924,0,1
241.86124,0,1
239.31865,0,1
239.22603,0,1
240.30981,0,1
241.08867,0,1
243.74223,0,1
247.122,0,1
247.56558,0,1
247.37251,0,1
249.91606,0,1
249.06885,0,1
250.3411,0,1
247.61021,0,1
249.48436,0,1
246.348,0,1
249.93301,0,1
246.97261,0,1
246.9982,0,1
242.31587,0,1
244.24927,0,1
239.77971,0,1
238.08723,0,1
235.19576,0,1
237.16199,0,1
233.24417,0,1
234.33028,0,1
235.96367,0,1
240.03052,0,1
238.8096,0,1
239.39989,0,1
238.78152,0,1
238.07588,0,1
240.35368,0,1
239.26274,0,1
240.4233,0,1
242.51054,0,1
241.15752,0,1
233.90784,0,1
233.9279,0,1
236.96431,0,1
236.18297,0,1
239.6219,0,1
246.4482,0,1
249.58794,0,1
246.88443,0,1
243.02425,0,1
238.38712,0,1
237.87825,0,1
237.80547,0,1
241.0566,0,1
245.77812,0,1
248.23209,0,1
247.90173,0,1
249.17293,0,1
248.70157,0,1
249.79634,0,1
252.18452,0,1
254.1149,0,1
251.75284,0,1
251.83287,0,1
251.02356,0,1
251.46837,0,1
252.76054,0,1
254.0977,0,1
256.0988,0,1
254.24962,0,1
251.96031,0,1
249.31119,0,1
244.19829,0,1
240.28018,0,1
241.62723,0,1
244.93326,0,1
242.87788,0,1
244.48088,0,1
243.20415,0,1
246.10623,0,1
248.64749,0,1
248.08061,0,1
250.99585,0,1
251.7764,0,1
247.46927,0,1
238.83174,0,1
242.69946,0,1
245.59932,0,1
246.54947,0,1
248.90738,0,1
256.04297,0,1
253.72078,0,1
249.24527,0,1
245.75159,0,1
243.27225,0,1
242.0377,0,1
240.25569,0,1
238.80806,0,1
239.51195,0,1
238.34253,0,1
235.97862,0,1
233.44292,0,1
238.07555,0,1
236.9569,0,1
238.20215,0,1
236.11186,0,1
238.4871,0,1
240.21585,0,1
245.9403,0,1
248.62402,0,1
249.05528,0,1
254.81017,0,1
257.50632,0,1
255.19194,0,1
255.95181,0,1
259.3796,0,1
252.76013,0,1
242.64127,0,1
238.55602,0,1
237.72672,0,1
236.77759,0,1
237.3595,0,1
238.90347,0,1
243.20772,0,1
241.89397,0,1
240.77495,0,1
243.67183,0,1
243.61436,0,1
240.32231,0,1
235.98682,0,1
235.34,0,1
235.23277,0,1
239.0918,0,1
240.50931,0,1
241.47307,0,1
241.41661,0,1
241.48311,0,1
244.37468,0,1
248.98169,0,1
250.62633,0,1
252.30748,0,1
252.77405,0,1
250.47636,0,1
248.1165,0,1
252.14458,0,1
251.86153,0,1
248.66386,0,1
245.98486,0,1
248.75102,0,1
245.67044,0,1
244.28966,0,1
245.1046,0,1
246.45085,0,1
244.11182,0,1
246.13797,0,1
246.7899,0,1
247.36494,0,1
247.67911,0,1
249.8743,0,1
249.27275,0,1
249.90552,0,1
244.7521,0,1
247.82384,0,1
247.37395,0,1
248.1919,0,1
249.5059,0,1
255.38847,0,1
247.19841,0,1
243.5044,0,1
239.81578,0,1
237.70909,0,1
234.57861,0,1
238.21294,0,1
241.87724,0,1
242.2854,0,1
248.74303,0,1
252.51566,0,1
255.98424,0,1
253.61723,0,1
257.33032,0,1
252.15535,0,1
250.17354,0,1
249.45787,0,1
250.3586,0,1
243.96378,0,1
239.07092,0,1
238.19339,0,1
237.84648,0,1
233.45862,0,1
237.39864,0,1
238.14693,0,1
238.63208,0,1
234.26558,0,1
238.72871,0,1
237.03479,0,1
239.45879,0,1
240.77074,0,1
242.77397,0,1
242.23595,0,1
243.57764,0,1
245.62918,0,1
249.96251,0,1
247.58788,0,1
246.84683,0,1
245.55278,0,1
246.47485,0,1
240.05557,0,1
244.40263,0,1
241.0872,0,1
240.38292,0,1
241.56352,0,1
242.45865,0,1
241.99968,0,1
248.38374,0,1
251.72456,0,1
250.20657,0,1
250.25113,0,1
250.52715,0,1
249.11974,0,1
246.18272,0,1
247.39395,0,1
248.87971,0,1
250.05803,0,1
247.49889,0,1
249.32178,0,1
247.55728,0,1
251.05032,0,1
252.1123,0,1
254.90367,0,1
258.66022,0,1
258.64362,0,1
255.64795,0,1
254.03185,0,1
257.07855,0,1
251.59337,0,1
252.63745,0,1
251.05664,0,1
245.24687,0,1
239.69006,0,1
242.1929,0,1
243.80406,0,1
245.58382,0,1
249.42789,0,1
252.03447,0,1
251.96275,0,1
248.95776,0,1
247.2506,0,1
242.5887,0,1
240.1001,0,1
238.70381,0,1
237.54773,0,1
242.98204,0,1
251.27078,0,1
253.98123,0,1
252.8688,0,1
253.3583,0,1
246.84927,0,1
242.46765,0,1
239.82286,0,1
239.88667,0,1
244.01305,0,1
242.75679,0,1
244.22081,0,1
242.528,0,1
243.89558,0,1
240.3542,0,1
245.53613,0,1
240.78984,0,1
242.19942,0,1
241.79109,0,1
239.43546,0,1
235.18037,0,1
239.08179,0,1
240.01607,0,1
240.32481,0,1
240.72447,0,1
239.54857,0,1
235.40807,0,1
233.9202,0,1
233.36458,0,1
235.29224,0,1
236.67809,0,1
241.05968,0,1
241.16011,0,1
239.1173,0,1
237.01534,0,1
235.66739,0,1
232.48726,0,1
233.74297,0,1
235.22437,0,1
235.8651,0,1
236.896,0,1
236.97195,0,1
235.72208,0,1
240.31065,0,1
241.5648,0,1
238.54613,0,1
236.43787,0,1
237.26456,0,1
232.47896,0,1
233.743,0,1
236.12662,0,1
242.14177,0,1
238.46924,0,1
242.2406,0,1
240.67557,0,1
246.94493,0,1
249.50911,0,1
258.14297,0,1
256.43692,0,1
261.98935,0,1
259.32364,0,1
253.58438,0,1
253.90208,0,1
251.54869,0,1
245.56343,0,1
243.86075,0,1
245.30415,0,1
243.2249,0,1
246.73424,0,1
250.34619,0,1
252.63692,0,1
254.98863,0,1
252.44017,0,1
250.1038,0,1
243.55322,0,1
241.12422,0,1
241.66344,0,1
241.08525,0,1
244.17667,0,1
248.91393,0,1
247.11768,0,1
247.35823,0,1
249.371,0,1
251.15617,0,1
250.616,0,1
254.4691,0,1
251.27676,0,1
248.7694,0,1
242.61185,0,1
244.41978,0,1
245.16116,0,1
246.86023,0,1
245.95714,0,1
247.93358,0,1
245.82793,0,1
243.28288,0,1
239.02715,0,1
241.26724,0,1
241.63284,0,1
245.67577,0,1
245.60796,0,1
250.65865,0,1
254.76451,0,1
257.9872,0,1
252.55359,0,1
251.96507,0,1
252.06238,0,1
243.46178,0,1
243.04704,0,1
241.67654,0,1
240.1499,0,1
240.06938,0,1
241.40596,0,1
236.52245,0,1
240.99625,0,1
242.19511,0,1
240.72777,0,1
244.50711,0,1
246.26514,0,1
245.94218,0,1
248.24266,0,1
248.67093,0,1
245.42252,0,1
245.3991,0,1
243.38261,0,1
243.69014,0,1
241.7622,0,1
241.59229,0,1
242.979,0,1
246.99048,0,1
246.5645,0,1
248.40254,0,1
252.31592,0,1
247.94356,0,1
244.63321,0,1
241.692,0,1
241.38997,0,1
239.91138,0,1
242.45056,0,1
239.93262,0,1
240.27983,0,1
240.59923,0,1
239.33829,0,1
242.33174,0,1
246.0594,0,1
250.3,0,1
251.85216,0,1
253.78355,0,1
251.27896,0,1
252.32283,0,1
252.96362,0,1
248.16826,0,1
249.31116,0,1
249.3712,0,1
246.69392,0,1
245.43297,0,1
251.84966,0,1
249.47575,0,1
251.98222,0,1
254.0502,0,1
250.0763,0,1
246.57677,0,1
246.54749,0,1
243.43765,0,1
242.01111,0,1
243.1003,0,1
242.43828,0,1
241.04527,0,1
242.1149,0,1
241.96239,0,1
244.71948,0,1
242.62447,0,1
248.80547,0,1
246.5836,0,1
245.69844,0,1
248.13194,0,1
253.62962,0,1
251.21245,0,1
251.325,0,1
256.32773,0,1
253.57597,0,1
252.40584,0,1
250.98018,0,1
250.70215,0,1
247.50932,0,1
249.23364,0,1
248.86536,0,1
250.55327,0,1
253.98662,0,1
256.5104,0,1
254.09431,0,1
253.22559,0,1
252.34685,0,1
254.92735,0,1
248.80476,0,1
249.3011,0,1
246.98096,0,1
247.83025,0,1
244.86978,0,1
249.06648,0,1
249.64322,0,1
249.59949,0,1
242.94273,0,1
240.83975,0,1
236.18599,0,1
233.79094,0,1
238.57112,0,1
245.27039,0,1
243.42007,0,1
244.79016,0,1
247.81047,0,1
245.20035,0,1
246.08711,0,1
248.92586,0,1
252.90498,0,1
253.18388,0,1
254.94327,0,1
253.3435,0,1
254.74077,0,1
256.18124,0,1
252.70947,0,1
252.3983,0,1
249.81343,0,1
250.33638,0,1
249.30447,0,1
252.29263,0,1
250.9274,0,1
254.23584,0,1
254.2939,0,1
252.56775,0,1
250.38028,0,1
251.82642,0,1
248.38443,0,1
247.18828,0,1
243.5479,0,1
245.10918,0,1
239.9276,0,1
240.49023,0,1
240.16536,0,1
241.0301,0,1
237.32706,0,1
239.49736,0,1
243.4954,0,1
242.25073,0,1
244.7357,0,1
244.20122,0,1
245.28764,0,1
243.23413,0,1
244.62305,0,1
243.9722,0,1
244.71964,0,1
243.09398,0,1
241.56767,0,1
241.26012,0,1
240.41422,0,1
241.88467,0,1
243.23665,0,1
244.26817,0,1
245.49944,0,1
244.46227,0,1
244.76697,0,1
245.30028,0,1
246.99596,0,1
246.10953,0,1
248.2246,0,1
250.77405,0,1
251.0649,0,1
252.47366,0,1
250.99516,0,1
255.76299,0,1
256.24777,0,1
262.72537,0,1
263.91797,0,1
270.51926,0,1
267.81363,0,1
265.13547,0,1
258.29135,0,1
254.90279,0,1
252.15758,0,1
253.96109,0,1
250.75894,0,1
252.55078,0,1
259.87506,0,1
258.61685,0,1
253.64555,0,1
257.8171,0,1
259.39542,0,1
257.02255,0,1
255.70047,0,1
254.38174,0,1
254.09117,0,1
248.43425,0,1
241.58177,0,1
241.56133,0,1
239.61241,0,1
234.10245,0,1
232.91487,0,1
232.92314,0,1
237.09343,0,1
238.92558,0,1
243.1512,0,1
246.35771,0,1
246.76314,0,1
242.60966,0,1
246.58145,0,1
248.54692,0,1
250.62686,0,1
252.33643,0,1
251.45901,0,1
252.14114,0,1
254.04788,0,1
249.72423,0,1
251.30774,0,1
255.78166,0,1
255.1372,0,1
253.36658,0,1
259.19254,0,1
259.27737,0,1
259.81714,0,1
259.33835,0,1
259.62375,0,1
256.7568,0,1
253.67036,0,1
250.00919,0,1
251.98164,0,1
252.76378,0,1
248.37022,0,1
249.23306,0,1
252.46922,0,1
253.31334,0,1
249.9825,0,1
253.45988,0,1
253.92139,0,1
250.32584,0,1
244.20947,0,1
243.27054,0,1
247.50227,0,1
248.80864,0,1
249.36172,0,1
249.72661,0,1
253.15608,0,1
247.51714,0,1
248.10094,0,1
249.76924,0,1
254.72285,0,1
252.36101,0,1
254.87581,0,1
255.82234,0,1
255.04817,0,1
253.87761,0,1
256.06467,0,1
251.32909,0,1
249.82121,0,1
249.65038,0,1
250.98772,0,1
246.2919,0,1
250.44746,0,1
248.29346,0,1
248.79735,0,1
246.62657,0,1
252.43094,0,1
252.68736,0,1
251.01231,0,1
253.09082,0,1
261.29086,0,1
263.61414,0,1
264.74777,0,1
265.87305,0,1
261.55588,0,1
249.93501,0,1
248.16026,0,1
247.52403,0,1
243.55846,0,1
244.08516,0,1
248.19722,0,1
243.93086,0,1
239.08948,0,1
240.06392,0,1
239.95848,0,1
233.24312,0,1
233.51738,0,1
236.13829,0,1
237.0022,0,1
240.49026,0,1
245.74358,0,1
247.82964,0,1
249.16187,0,1
255.06995,0,1
253.94615,0,1
254.63997,0,1
256.59708,0,1
254.78282,0,1
249.06953,0,1
247.15532,0,1
249.70683,0,1
245.91577,0,1
251.37935,0,1
252.88438,0,1
254.29053,0,1
252.47173,0,1
254.88037,0,1
250.1816,0,1
253.38084,0,1
248.45792,0,1
244.58955,0,1
238.13054,0,1
236.4091,0,1
233.35478,0,1
235.58861,0,1
236.28673,0,1
240.04356,0,1
242.75005,0,1
247.9688,0,1
249.73999,0,1
249.80786,0,1
248.51463,0,1
248.87093,0,1
247.37602,0,1
252.99829,0,1
252.66454,0,1
257.17108,0,1
255.38792,0,1
250.48314,0,1
241.04666,0,1
245.34439,0,1
243.40483,0,1
246.60217,0,1
248.54997,0,1
257.05533,0,1
254.97618,0,1
256.5751,0,1
250.92542,0,1
247.16675,0,1
239.63435,0,1
235.54578,0,1
234.96997,0,1
237.7356,0,1
240.62686,0,1
239.82486,0,1
244.00557,0,1
241.90799,0,1
242.50586,0,1
243.61987,0,1
247.43217,0,1
253.18611,0,1
257.0315,0,1
262.78653,0,1
263.21677,0,1
264.2378,0,1
254.90918,0,1
250.85689,0,1
249.31339,0,1
248.17924,0,1
249.49883,0,1
256.42032,0,1
258.15762,0,1
253.81587,0,1
258.49338,0,1
256.28806,0,1
254.23174,0,1
255.98132,0,1
260.06696,0,1
253.6273,0,1
253.50597,0,1
251.17537,0,1
248.40715,0,1
240.29878,0,1
241.37749,0,1
241.95372,0,1
241.40721,0,1
241.46509,0,1
243.52293,0,1
243.71512,0,1
239.97351,0,1
243.1897,0,1
243.15465,0,1
246.24068,0,1
250.93034,0,1
250.06914,0,1
250.29004,0,1
251.34453,0,1
253.34776,0,1
245.87987,0,1
245.48315,0,1
238.23335,0,1
238.92569,0,1
237.20772,0,1
241.74937,0,1
257.17178,0,1
267.40747,0,1
276.22256,0,1
284.16205,0,1
291.5403,0,1
280.3457,0,1
277.16458,0,1
265.37137,0,1
257.68533,0,1
246.68716,0,1
248.4877,0,1
247.07031,0,1
248.66942,0,1
248.30383,0,1
248.12065,0,1
245.76714,0,1
243.63403,0,1
239.8811,0,1
237.72864,0,1
237.34224,0,1
233.49759,0,1
231.0996,0,1
231.91826,0,1
228.96577,0,1
232.01318,0,1
233.26111,0,1
235.05342,0,1
237.74808,0,1
242.04643,0,1
238.88773,0,1
239.57344,0,1
241.89551,0,1
242.02156,0,1
243.00066,0,1
243.20543,0,1
240.29308,0,1
241.0374,0,1
244.45152,0,1
245.40453,0,1
249.05801,0,1
250.71948,0,1
249.62938,0,1
242.03181,0,1
241.13301,0,1
239.01611,0,1
241.05432,0,1
242.06474,0,1
249.81798,0,1
247.74104,0,1
249.54056,0,1
250.2646,0,1
251.73242,0,1
243.59854,0,1
246.10612,0,1
245.24405,0,1
243.91357,0,1
240.97147,0,1
244.23247,0,1
240.1774,0,1
237.2377,0,1
241.18965,0,1
246.64465,0,1
248.9379,0,1
250.95425,0,1
254.6916,0,1
255.56636,0,1
253.0064,0,1
254.05074,0,1
252.83667,0,1
253.70271,0,1
253.10025,0,1
253.20845,0,1
251.69469,0,1
252.35442,0,1
253.27702,0,1
249.84903,0,1
246.04741,0,1
248.10205,0,1
247.33354,0,1
244.93974,0,1
244.32466,0,1
243.5887,0,1
241.82439,0,1
244.25151,0,1
247.48228,0,1
245.5924,0,1
248.1746,0,1
246.36528,0,1
242.97379,0,1
240.32402,0,1
239.3485,0,1
234.05736,0,1
230.29483,0,1
230.9893,0,1
226.35228,0,1
230.3977,0,1
237.77934,0,1
240.56255,0,1
244.42427,0,1
248.6835,0,1
249.44084,0,1
250.82608,0,1
251.93616,0,1
252.27129,0,1
251.9329,0,1
249.6916,0,1
242.2982,0,1
244.8501,0,1
241.40442,0,1
243.63805,0,1
244.23572,0,1
249.7022,0,1
253.58926,0,1
254.15889,0,1
252.37163,0,1
256.8294,0,1
256.69525,0,1
254.43657,0,1
253.57854,0,1
255.01213,0,1
254.7253,0,1
250.81358,0,1
245.64876,0,1
250.71597,0,1
246.19038,0,1
241.24146,0,1
240.0811,0,1
240.83975,0,1
235.9556,0,1
236.69453,0,1
236.87686,0,1
240.32344,0,1
242.0833,0,1
241.69121,0,1
244.92833,0,1
241.79936,0,1
237.3496,0,1
236.67357,0,1
237.39473,0,1
234.7253,0,1
241.99112,0,1
248.10916,0,1
246.97661,0,1
246.73424,0,1
247.49918,0,1
246.22514,0,1
245.22322,0,1
248.55513,0,1
251.69238,0,1
250.42198,0,1
247.42125,0,1
248.15208,0,1
247.20544,0,1
